tweet,class,id,preprocessed_tweet
@juandepedro97 apuesta ganada por @AlvaroCCV1. Dilo todo mamon 😂😂😂😂,0,id=839599450217656320,apuesta ganada por dilo todo mamon
@lukacros @Ruralbroker qué es eso de charnegos? Un insulto?,0,id=839599368621670400,que es eso de charnegos un insulto
Estos son los que avergüenzan a una aficion https://t.co/bt2uCJG2wK,0,id=839599342679916544,estos son los que averguenzan una aficion
Hoy prefieren el arbitraje manual. La mano negra del puto alemán ladrón. https://t.co/vUwCmNauaH,1,id=839599278133817344,hoy prefieren el arbitraje manual la mano negra del puto aleman ladron
@anxa1510 @Maria_Beatle @jpedrerol @As_TomasRoncero Son mucho fachas madridistas,1,id=839599196009283586,son mucho fachas madridistas
"@Inesmellaman Estoy flipando con la historia del subnormal ese, no se te ocurra sentirte mal, tú no has provocado nada. El problema es suyo.",0,id=839599195799584768,estoy flipando con la historia del subnormal ese no se te ocurra sentirte mal tu no has provocado nada el problema es suyo
"Marico que asco por partidos así es que cada vez odio más a maduro, maldita sea, maldito país.",1,id=839599174454755328,marico que asco por partidos asi es que cada vez odio mas maduro maldita sea maldito pais
El Gran Dictador: La más polémica -y vigente- película de Charles Chaplin (+Video) https://t.co/NfZuB54mez,0,id=839599162672939008,el gran dictador la mas polemica vigente pelicula de charles chaplin video
"Y antes de que llegue él/la subnormal de turno, no es un llanto. El Real es el club más exitoso del mundo así que no hay motivos para llorar",0,id=839599162459041793,antes de que llegue ella subnormal de turno no es un llanto el real es el club mas exitoso del mundo asi que no hay motivos para llorar
@jerrorikon @Hakuryun que se vaya ya el puto negro de mierda,1,id=839599062622044160,que se vaya ya el puto negro de mierda
@horrorxvacui bollera se nace no se hace,0,id=839598786339012610,bollera se nace no se hace
El mundo al revés: Ada Colau ordena a la Policía Local que proteja a los okupas https://t.co/gbsCywLpR2 vía @libre_mercado,0,id=839598747399118850,el mundo al reves ada colau ordena la policia local que proteja los okupas via
@juanma_rguez llora put.. facha gordo llorón!,1,id=839598725521637376,llora put facha gordo lloron
"@BiiLyKh ostias bilal, cuanto tiempo, Qatar tiene una mano por ahi, por eso la llaman la mano negra los racistas de mierda",0,id=839598724577906688,ostias bilal cuanto tiempo qatar tiene una mano por ahi por eso la llaman la mano negra los racistas de mierda
@alfredoduro1 por subnormal cavernario. Ahora a comer polla de Cristobal Soria toda a noite. Calvo,1,id=839598706810826752,por subnormal cavernario ahora comer polla de cristobal soria toda noite calvo
@_Futbolero_ metete en la cueva con los otros maricon,1,id=839598523138080775,metete en la cueva con los otros maricon
¿Dónde están hoy los valenciólogos de palo que metían mierda de la afición del VCF tras el 4-0 de la ida del gran Unai?,0,id=839598516196503554,donde estan hoy los valenciologos de palo que metian mierda de la aficion del vcf tras el de la ida del gran unai
@PunkDeLaCiencia ¿como cuáles? ¿Son antitaurinos?,0,id=839598500056793089,como cuales son antitaurinos
Lo mas bonito que me han dicho hoy ha sido feminazi,0,id=839598468914110465,lo mas bonito que me han dicho hoy ha sido feminazi
"@AlbeertoMoreno1 y bien orgulloso que estoy de serlo tío, yo también te quiero mamona😘",0,id=839598413226340352,bien orgulloso que estoy de serlo tio yo tambien te quiero mamona
@Gonzalo6__GS jajaja a llorar subnormal!,1,id=839598384935759872,jajaja llorar subnormal
"No entiendo que puede pasar en la cabeza de la gente homófoba, racista, machista...",0,id=839598261128298496,no entiendo que puede pasar en la cabeza de la gente homofoba racista machista
@SpinecoHyland menudos fachas xDDDDDDDDD HIJOS DE PUTA,1,id=839598174587224069,menudos fachas xddddddddd hijos de puta
@Fafagarsan hay que ser extremadamemte subnormal para ver lo que se a visto e intentar justificarlo con esta basura.,1,id=839598167742087168,hay que ser extremadamemte subnormal para ver lo que se visto intentar justificarlo con esta basura
Hemos conseguido que hasta un hooligan impresentable como #AlfredoDuro hable en catalán Y el Barça ha pasado la eliminatoria. ¿Al carrer? No https://t.co/Uf9BOCItEf,0,id=839598126621143040,hemos conseguido que hasta un hooligan impresentable como alfredoduro hable en catalan el barca ha pasado la eliminatoria al carrer no
lo que me alegro!!! tira subnormal!!! x hablar antes de tiempo!!! https://t.co/LmRYEzzg9I,1,id=839598018873688065,lo que me alegro tira subnormal hablar antes de tiempo
Jajajajajaj el subnormal de estudio estadio todo picaooo porque le llamaron madridista 😂😂😂,0,id=839598006022328320,jajajajajaj el subnormal de estudio estadio todo picaooo porque le llamaron madridista
Ojalá los bolivianos sean más bravos y no se dejen poner a un indocumentado por La Habana de dictador https://t.co/uLg3uq5Xzt,0,id=839597988976680961,ojala los bolivianos sean mas bravos no se dejen poner un indocumentado por la habana de dictador
"@jan_it_242 @JorgeMotxo pobrecitos, es por la afición que me ha dado penita. Son buena gente",0,id=839597968533618688,pobrecitos es por la aficion que me ha dado penita son buena gente
"""Puta PSG"" cantaban en el Camp Nou. Luis Enrique dice que el comportamiento de la afición increible. Valores del FCB.",0,id=839597924547977223,puta psg cantaban en el camp nou luis enrique dice que el comportamiento de la aficion increible valores del fcb
@alvaroojeda80 a mamar trabuco blaugrana subnormal!!!,1,id=839597901865185280,mamar trabuco blaugrana subnormal
"Hazte con el libro ""En defensa de España: Razones para el patriotismo español""  https://t.co/iAR1FWl1vE",0,id=839597850996654081,hazte con el libro en defensa de espana razones para el patriotismo espanol
"Que algunos saquéis la bilis contra mi 😍😍 jajajajaja , monguers y gordos ...",1,id=839597816888627201,que algunos saqueis la bilis contra mi jajajajaja monguers gordos
@ElCascabel13tv @Perez_go @crisschlichting @josegarmolina @ahorapodemos @Pablo_Iglesias aspira a dictador https://t.co/lJ6gct3707,1,id=839597782742810630,aspira dictador
lo mejor es la de mierda que habéis echado a sergi roberto por salir y como se la coméis ahora JAJAJAJAJAJAJAJAJA santo subidon de afición,0,id=839597765206413313,lo mejor es la de mierda que habeis echado sergi roberto por salir como se la comeis ahora jajajajajajajajaja santo subidon de aficion
.@NegraFlor_Blog: “Me siento indefensa al denunciar insultos como ‘negra de mierda’ y ver que la justicia los archiva” https://t.co/30nuUPEflq,0,id=839597748123025409,me siento indefensa al denunciar insultos como negra de mierda ver que la justicia los archiva
"@PotiPotiInLove yo viendo a tanto facha madridista llorando, me estoy poniendo un poco cachondo y todo.",1,id=839597727721873409,yo viendo tanto facha madridista llorando me estoy poniendo un poco cachondo todo
Si publicáis mi parte gay se va a la mierda mi imagen.,0,id=839597671434305536,si publicais mi parte gay se va la mierda mi imagen
@JoseiVilla jajaja josei jajajajaj por bocazas jajajajajajajajaja enorabuena mamona. Artizado histórico de verdad. Increíble,0,id=839597636311212032,jajaja josei jajajajaj por bocazas jajajajajajajajaja enorabuena mamona artizado historico de verdad increible
"@Panchovarona yo llevo el cava, Panchito...",1,id=839597635816292352,yo llevo el cava panchito
"@JDAM_Cid me importa que algunas medidas puedan ser consideradas ""liberales"", "" socialistas"" ""comunistas"" o ""fascistas"", mientras funcionan.",0,id=839597608578482177,me importa que algunas medidas puedan ser consideradas liberales socialistas comunistas fascistas mientras funcionan
@As_TomasRoncero dejate de por que por que si después te metes con Mourinho  Pedazo de gordo subnormal,1,id=839597595479654400,dejate de por que por que si despues te metes con mourinho pedazo de gordo subnormal
@CreoqueAlex pues hazme los deberes furcia barata,1,id=839597577750339584,pues hazme los deberes furcia barata
@As_TomasRoncero Un Catalan a clasificado al Barça  Cabroooooonnn,1,id=839597461979152387,un catalan clasificado al barca cabroooooon
A Emery se la devuelven por subnormal. PLANTEA A LA PROXIMA UN BUEN PARTIDO,1,id=839597454978871298,emery se la devuelven por subnormal plantea la proxima un buen partido
Que triste ir tan guapa y tener que sentirte mal por los gilipollas de siempre Pero oye el feminismo no hace falta https://t.co/iRQlUE8RBE,0,id=839597446594449408,que triste ir tan guapa tener que sentirte mal por los gilipollas de siempre pero oye el feminismo no hace falta
Primer mongolo detectado. https://t.co/4Dp6KoAhMb,1,id=839597440198148098,primer mongolo detectado
"@Mylestring @chatotita porque si no eres negra trans vegana, entonces eres un hombre blanco cihet opresor carnaca.Así son los SJW de twitter",0,id=839597434003161088,porque si no eres negra trans vegana entonces eres un hombre blanco cihet opresor carnacaasi son los sjw de twitter
@As_TomasRoncero jódete pedazo gordooooo. Llora mamona. Jajajajajajjaa,1,id=839597304147496960,jodete pedazo gordooooo llora mamona jajajajajajja
A mi no me gusta el fútbol pero que le digan fascista y alcohólico un par de yonkis a un abuelo por ser antibarsa.. asco de sidosos,1,id=839597303119896576,mi no me gusta el futbol pero que le digan fascista alcoholico un par de yonkis un abuelo por ser antibarsa asco de sidosos
"@alvaroojeda80  ya estás en la cueva, mamón???? 😂😂😂😂 eres un mierdaaaaa!!!!!!!",1,id=839597282236432384,ya estas en la cueva mamon eres un mierdaaaaa
"Soy el moro del PSG y los pongo a todos en los pozos petrolíferos. Y Emery de puta de lujo, ya que hoy le han abierto el culo.",1,id=839597233729335297,soy el moro del psg los pongo todos en los pozos petroliferos emery de puta de lujo ya que hoy le han abierto el culo
@ElCascabel13tv @Perez_go @crisschlichting @josegarmolina @ahorapodemos y su dirigente aspirante a ser el nuevo dictador de España,0,id=839597106805506048,su dirigente aspirante ser el nuevo dictador de espana
@Martos74 @As_TomasRoncero @franagudo no te sale bien el catalán prueba en francés... chupala hijo puta 😂😂😂,1,id=839597063377649666,no te sale bien el catalan prueba en frances chupala hijo puta
"Así será #FireIsland, el nuevo reality gay de LogoTV al estilo #GandíaShore https://t.co/7ngdoTJzpr https://t.co/epCZIZ8Zah",0,id=839596855050780672,asi sera fireisland el nuevo reality gay de logotv al estilo gandiashore
Celebrando mas feliz una victoria del Barsa que una del Sevilla... Este subnormal no me representa como sevillista https://t.co/eH75Vt52Wm,1,id=839596811329355778,celebrando mas feliz una victoria del barsa que una del sevilla este subnormal no me representa como sevillista
"@y4gu4r4p4r0 calla ya guachupino, vuelve a tu cocotera",1,id=839596798649991174,calla ya guachupino vuelve tu cocotera
"Mano, puto subnormal, dos veces te lo he tenio que repetir @Pro_Kaiiseer",1,id=839596762469920768,mano puto subnormal dos veces te lo he tenio que repetir
Cómo me alegro de la remontada por todos los madridistas insoportables y por el subnormal miarma de Emery!!,1,id=839596630114435078,como me alegro de la remontada por todos los madridistas insoportables por el subnormal miarma de emery
Un subnormal como Brioche diciéndole subnormal a Ojeda. Solo falta Jorge Cremades mediando.,1,id=839596625999904771,un subnormal como brioche diciendole subnormal ojeda solo falta jorge cremades mediando
@12franmartinez jajajajajaja que mamon pero es verdad tio las cosas como son. Se ha sacado dos penaltis de la nada,0,id=839596550850494465,jajajajajaja que mamon pero es verdad tio las cosas como son se ha sacado dos penaltis de la nada
"Lo que nunca cambia, gane quien gane, es que siempre hay algun subnormal con el coche tocando el claxon",0,id=839596550548566018,lo que nunca cambia gane quien gane es que siempre hay algun subnormal con el coche tocando el claxon
En realidad el fútbol me da igual. Sólo quiero que en el 90' vayan 4-0 para ver cuántos monguers escriben el tweet de «Prógola».,0,id=839596499549966338,en realidad el futbol me da igual solo quiero que en el vayan para ver cuantos monguers escriben el tweet de progola
"Me gusta el cádiz y su afición , pero ni puta idea del partido de hoy eh amigo https://t.co/9YgN4184iW",0,id=839596464519131136,me gusta el cadiz su aficion pero ni puta idea del partido de hoy eh amigo
"@elnino_especial @rodomez1 @MisterBarranca @Zurine3 ...Convierta el día de la mujer en el día del feminismo, son cosas diferentes.",0,id=839596406402863105,convierta el dia de la mujer en el dia del feminismo son cosas diferentes
@alfredoduro1 dilo otra vez nazi comunista de mierda! di lo de al carre con otra de tus enajenaciones mentales!,1,id=839596342615883778,dilo otra vez nazi comunista de mierda di lo de al carre con otra de tus enajenaciones mentales
"La gracia es que me tengo que teñir por esto. Si es que soy subnormal. Ayyy ese swiper, que no robes hostia",0,id=839596332402765825,la gracia es que me tengo que tenir por esto si es que soy subnormal ayyy ese swiper que no robes hostia
"@Joselu_1800 como cojones apuestas eso? Que suerte mamon, lo habras celebrao mas que yo JAJAJAJA",0,id=839596134255448065,como cojones apuestas eso que suerte mamon lo habras celebrao mas que yo jajajaja
Mucho postureo apoyando el feminismo y luego sois las primeras en criticar a la ex de tu churri.,0,id=839596001514115074,mucho postureo apoyando el feminismo luego sois las primeras en criticar la ex de tu churri
"Acaba de empezar en la 1 ""señor racista que antes de morir hace algo bueno"", protagonizada por Clint Eastwood",0,id=839595969188605952,acaba de empezar en la senor racista que antes de morir hace algo bueno protagonizada por clint eastwood
Joder lo que me estoy riendo del subnormal de Di María,1,id=839595955435540481,joder lo que me estoy riendo del subnormal de di maria
"Los fusilaba a todos, tanto a los jugadores como a la afición, qué asco diooooos",1,id=839595953623556098,los fusilaba todos tanto los jugadores como la aficion que asco diooooos
"yo ya no sé como explicarle a mi padre que no existe el término ""feminazi""",0,id=839595924791885825,yo ya no se como explicarle mi padre que no existe el termino feminazi
Qué peste a culé esta pillando la afición madridista...,1,id=839595898892087298,que peste cule esta pillando la aficion madridista
@alvaroojeda80 es que eres subnormal,1,id=839595840926777345,es que eres subnormal
"""Pero el putón soy yo..."" ¿Os suena? 😉👌",0,id=839595833704210433,pero el puton soy yo os suena
"Benítez ha dimitido, el negro del whatsapp será el próximo entrenador del Madrid https://t.co/UyOSHE8OBp",0,id=839595811340185600,benitez ha dimitido el negro del whatsapp sera el proximo entrenador del madrid
@alvaroojeda80 jajajajaja jajajajaja mongolooo!!!,0,id=839595807938609154,jajajajaja jajajajaja mongolooo
@Foro_MDM vete a un cajero mamon,1,id=839595779551473664,vete un cajero mamon
@SanPeluca Jajajajjajajajaja maldito HOMOSEXUAL,1,id=839595756021501953,jajajajjajajajaja maldito homosexual
pero es que el puto protagonista me cago en mis putos muertos es retrasado mental,1,id=839595619731849216,pero es que el puto protagonista me cago en mis putos muertos es retrasado mental
"@eduperezcvc jajajaja no mientes al Madrid mamón, disfruta de este pase histórico!!!",0,id=839595564081770497,jajajaja no mientes al madrid mamon disfruta de este pase historico
"El Cholo se vuelve a equivocar,los arbitros son igual de malos en Champions y en liga",0,id=839595522545578000,el cholo se vuelve equivocar los arbitros son igual de malos en champions en liga
x cert...Jorge Valdano...ets un putu subnormal,1,id=839595513137754119,cert jorge valdano ets un putu subnormal
JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJ PONEDLE VASELINA AL MARICON DE LA COLA PA CUANDO LLEGUE EL BARÇA @realmadrid,1,id=839595503843176452,jajajajajajajajajajajajajajajajajajajajajaj ponedle vaselina al maricon de la cola pa cuando llegue el barca
@Ferj8_ @alvaroojeda80 aunque tu foto de perfil parece un marica el de la izquierda  por que esta a nada de tocarle el culo,1,id=839595501133643776,aunque tu foto de perfil parece un marica el de la izquierda por que esta nada de tocarle el culo
@juaampy10 jajajajajajajaja que tarado. Mucho festejarrr,0,id=839595484431863809,jajajajajajajaja que tarado mucho festejar
Cuando eres el PSG y te cruzas de nuevo con tu bestia negra #FCBPSG #FotliFCB #frac1 https://t.co/0UwztuO92H,0,id=839595432464510989,cuando eres el psg te cruzas de nuevo con tu bestia negra fcbpsg fotlifcb frac
"Robar, robar y mas robar eso es lo que hace tu barca Panchi https://t.co/YkP9bNULLP",0,id=839595377288413185,robar robar mas robar eso es lo que hace tu barca panchi
"Y los de la UEFFA, daban un 0% de posibilidades de remontada, puesssss que se jodan 👏👏👏👏👏👏 Gracias Barça, Gracias aficion !!",0,id=839595366060277760,los de la ueffa daban un de posibilidades de remontada puesssss que se jodan gracias barca gracias aficion
@alvaroojeda80 Dale la vuelta a la camiseta y tienes el 6 del 6-1 de la REMONTADA MAMÓN!!!,1,id=839595350314872844,dale la vuelta la camiseta tienes el del de la remontada mamon
@ASAPDavidJr Y una polla jajajaja enhorabuena mamon,0,id=839595332103192579,una polla jajajaja enhorabuena mamon
"No puedo parar de llorar, soy subnormal.",0,id=839595256341495808,no puedo parar de llorar soy subnormal
Puto subnormal jajajajajajajajajajaja https://t.co/vv1HCDFSAv,1,id=839595208140550157,puto subnormal jajajajajajajajajajaja
La educación y el arte esenciales para romper estereotipos y transmitir valores de igualdad de género #DiaMundialdelaMujer #DiaDeLaDona https://t.co/Gm6oUwwEok,0,id=839595088812605442,la educacion el arte esenciales para romper estereotipos transmitir valores de igualdad de genero diamundialdelamujer diadeladona
Que borracho subnormal ... No podías ser nada mas que un ridículo indio https://t.co/sAqonZsceA,1,id=839595069497802752,que borracho subnormal no podias ser nada mas que un ridiculo indio
"Mira, si me fui al deporte yanki es para que no me dieseis el coñazo con el árbitro. Gane el Madrid o el Barça nunca es mérito del equipo.",0,id=839595066184384512,mira si me fui al deporte yanki es para que no me dieseis el conazo con el arbitro gane el madrid el barca nunca es merito del equipo
Espero que el PSG le tire de las orejas a sus jugadores y al entrenador porque esto es de vergüenza y de una falta de respeto a su afición,0,id=839595029324836864,espero que el psg le tire de las orejas sus jugadores al entrenador porque esto es de verguenza de una falta de respeto su aficion
Estáis confundiendo feminismo con hembrismo... Informaros un poquito antes de hablar de mierdas.,0,id=839595028230074368,estais confundiendo feminismo con hembrismo informaros un poquito antes de hablar de mierdas
"si son franceses, pedirles jugar al fútbol es como pedir a los húngaros no ser nazis",1,id=839595023427579907,si son franceses pedirles jugar al futbol es como pedir los hungaros no ser nazis
Lo primero de lo que me acordé fue de ti y de esa foto marica jajajaja https://t.co/gkczHUD0vH,0,id=839594982352777223,lo primero de lo que me acorde fue de ti de esa foto marica jajajaja
"@maldiniplus @partidazocope rivivio el árbitro con el penalti a suárez, subnormal",1,id=839594971317612545,rivivio el arbitro con el penalti suarez subnormal
@jordievole @LUISENRIQUE21 me cago en tu puta madre hipster independentista hijo de puta,1,id=839594966791901184,me cago en tu puta madre hipster independentista hijo de puta
@AlexTomasPeris a ti no catalán cabron jajaja! Esta champions es vuestra y del bayer xd,1,id=839594930670546944,ti no catalan cabron jajaja esta champions es vuestra del bayer xd
@PancheriHoracio vamos Panchi!!!! Esto es un equipo y lo demas cuentos!!! Vamos estamos en cuartos!!! Que remontadaaaa!!!! Dios mio,0,id=839594869853155340,vamos panchi esto es un equipo lo demas cuentos vamos estamos en cuartos que remontadaaaa dios mio
@_andreeea_15 La puta aficion el jugador numero 12 cruck Luchando hasta el puto final,0,id=839594851880562696,la puta aficion el jugador numero cruck luchando hasta el puto final
@Pabloskis12FB que huevon eres... si no has visto el partido!!! Jajajaja maricon,0,id=839594842078445568,que huevon eres si no has visto el partido jajajaja maricon
"Hostia puta, que alegría echar a los franceses, y de esta manera. Enhorabuena a toda la afición del Barcelona. Partido para volver a ver.",0,id=839594734322610188,hostia puta que alegria echar los franceses de esta manera enhorabuena toda la aficion del barcelona partido para volver ver
"Deje de confiar señores, soy un puto subnormal.",0,id=839594657923362826,deje de confiar senores soy un puto subnormal
"ANIMA AL EQUIPO DE TU CIUDAD, SUBNORMAL. https://t.co/iswKj97VRC",1,id=839594574548971521,anima al equipo de tu ciudad subnormal
No me lo creo! Sin palabras! Partidazo!! Los jugadores con un par!! Y la afición de 10!! Y el cabrón de mi hermano está en el campo!!!!🔴🔵😍,0,id=839594567921987593,no me lo creo sin palabras partidazo los jugadores con un par la aficion de el cabron de mi hermano esta en el campo
Se lo dedico al mamon que me dijo a dormir en la cafeteria,1,id=839594543519526914,se lo dedico al mamon que me dijo dormir en la cafeteria
@ElDiosCule ¡¡¡ENHORABUENA TIO!!! ¡¡¡ME ALEGRO POR TI!!! ¡¡¡PEDAZO MONGOLO!!!,0,id=839594535625900032,enhorabuena tio me alegro por ti pedazo mongolo
"Sacate la camiseta y secate las lagrimas con ella, marico. Agradece que estás presenciando historia pura, te guste o no. https://t.co/DrC5LyKYXa",1,id=839594462670123009,sacate la camiseta secate las lagrimas con ella marico agradece que estas presenciando historia pura te guste no
"No todos maltratamos, no todos somos machistas, no todos... No generalizar porfa. Que nosotros también nos avergonzamos de nuestro genero...",0,id=839594434148855811,no todos maltratamos no todos somos machistas no todos no generalizar porfa que nosotros tambien nos avergonzamos de nuestro genero
Golpe de muerte al fútbol! Cuanto dinero habrá soltado el barcaca?  Le quedará algo para renovar al enano? Otro arbitrucho con retiro dorado,0,id=839594405099110400,golpe de muerte al futbol cuanto dinero habra soltado el barcaca le quedara algo para renovar al enano otro arbitrucho con retiro dorado
"No se cómo puede hablar piqué de los árbitros, a ver si revientas ya pedazo de mongolo @3gerardpique",1,id=839594357317595137,no se como puede hablar pique de los arbitros ver si revientas ya pedazo de mongolo
SUBNORMAAAAAAAAAAAAAAAAAAAALLL A MAMAR HIJO DE PUTAAAAAA https://t.co/7YEAryk6D9,1,id=839594154057416705,subnormaaaaaaaaaaaaaaaaaaaalll mamar hijo de putaaaaaa
"Que si, que me voy a rapar mañana pesados, y que os den por el culo a todos, como diría el maricón de Guti, amapolas😘😘😘",1,id=839594123413827585,que si que me voy rapar manana pesados que os den por el culo todos como diria el maricon de guti amapolas
@3gerardpique  hoy no dices mada de los arbitros no?  Valiente mongolo que eres,1,id=839594061916958722,hoy no dices mada de los arbitros no valiente mongolo que eres
"@Geko97YT No soy panchi ni menor de edad, no puedes",0,id=839594010385711105,no soy panchi ni menor de edad no puedes
. @alvaroojeda80 eres un retrasado. Que no se te olvide.,1,id=839593998058684416,eres un retrasado que no se te olvide
#elconquis8 @Enara4 preciosa!!!! 😘😘😘😘 @Aitorormazabal3 💪💪 🗣mamonnnn,0,id=839593972536246272,elconquis preciosa mamon
En el fondo me alegro por el subnormal de Emery.,1,id=839593970032394240,en el fondo me alegro por el subnormal de emery
"Me parece lamentable la actitud del Psg, son una panda de sinvergüenzas, su afición no se cómo les aguanta...., qué te remonten un 4-0 pufff",0,id=839593969327697924,me parece lamentable la actitud del psg son una panda de sinverguenzas su aficion no se como les aguanta que te remonten un puf
@Vania_019 Eso desde luego xD pero el puto subnormal del tabique no se lo merecia.,1,id=839593968153292800,eso desde luego xd pero el puto subnormal del tabique no se lo merecia
"Un forofo del fútbol gritando a gente random ""ACABO DE VER EL MAYOR ROBO DEL FÚTBOL"". Luego te gustan los videojuegos y te llaman subnormal.",0,id=839593950642073611,un forofo del futbol gritando gente random acabo de ver el mayor robo del futbol luego te gustan los videojuegos te llaman subnormal
"A parte de que el PSG hace el subnormal, el robo es espectacular.",0,id=839593925950177281,parte de que el psg hace el subnormal el robo es espectacular
@XRABBITZX  Tarado! Envidioso! Y que https://t.co/qHdW94KkzD,1,id=839593864168091650,tarado envidioso que
Que jodidamente grande es el fútbol!! Machadas como estas son de las que hacen afición a esta bendita locura que es fútbol #ChampionsLeague,0,id=839593844085833730,que jodidamente grande es el futbol machadas como estas son de las que hacen aficion esta bendita locura que es futbol championsleague
"@SergioRamos tu, payaso maricon. Ahi tienes al barça. Alegrate ahora comemierdas.",1,id=839593827522523136,tu payaso maricon ahi tienes al barca alegrate ahora comemierdas
A LA PUTA CUEVA MONGOLO @alvaroojeda80,1,id=839593731997200390,la puta cueva mongolo
@DannyR72 pa lo que me sirve ser maricón...,0,id=839593714272055297,pa lo que me sirve ser maricon
"Te lo mereces, eres un puto maricon de mierda y lo acabas de demostrar! Ya tengas mil uefas! Me alegro por tu derrota Emery 🖕🖕",1,id=839593613399060480,te lo mereces eres un puto maricon de mierda lo acabas de demostrar ya tengas mil uefas me alegro por tu derrota emery
@javigday q mala es la afición del valencia que tiramos a ese tio...asco,0,id=839593602833608717,mala es la aficion del valencia que tiramos ese tio asco
No diré que no le han echado cojones el Barça pero espero que aquellos que hablan de arbitrajes y manos negras se metan la lengua en el culo,1,id=839593587968983043,no dire que no le han echado cojones el barca pero espero que aquellos que hablan de arbitrajes manos negras se metan la lengua en el culo
@As_TomasRomcero toma por culo subnormal,1,id=839593557493182471,toma por culo subnormal
"Señores del Real de Mandril, fachas todos. Ya sabéis a quien tenéis que comerle tol nabo. Florentino, ""veste"" al carajo.",1,id=839593519668940800,senores del real de mandril fachas todos ya sabeis quien teneis que comerle tol nabo florentino veste al carajo
@macrocutre PERO NO ERA MI HIJO MARICÓN?,0,id=839593499062321152,pero no era mi hijo maricon
"Diego Alves, a la afición del Valencia: ""Sois un desastre"" https://t.co/TDQr6ZJAqm https://t.co/vthSYRftz0",0,id=849006233994403840,diego alves la aficion del valencia sois un desastre
"Alyson recordando que la palabra ""marica"" lleva mala intención.Cuando su hamiga le dijo ""maricón"" a Marco,se moría de risa #vipdirecto",0,id=849005906360770561,alyson recordando que la palabra marica lleva mala intencioncuando su hamiga le dijo maricon marco se moria de risa vipdirecto
"@ItsSilviaBreezy No, tu sudadera. Tú eres bastante mala en ser negra",0,id=849005883237572608,no tu sudadera tu eres bastante mala en ser negra
"@PhilAMellows Quién iba a pensar que un tarado que desea la muerte a más de la mitad de su país, también pudiera estafar.",0,id=849005639967940608,quien iba pensar que un tarado que desea la muerte mas de la mitad de su pais tambien pudiera estafar
Gente: la heterofobia existe. yo: https://t.co/kwgiEdn3n9,0,id=849005605893419008,gente la heterofobia existe yo
"He flipado con lo ultra-facha que se muestra James Woods en su twitter. ¿Cómo pudo entenderse con Oliver Stone, Cronenberg o Carpenter?",0,id=849005571848187908,he flipado con lo ultrafacha que se muestra james woods en su twitter como pudo entenderse con oliver stone cronenberg carpenter
@RuRusell Jajaja me he criado ahí... Soy una perroflauta con poco estilo y glamour.,0,id=849005504751955971,jajaja me he criado ahi soy una perroflauta con poco estilo glamour
#ElCascabel3A  Los llanitos no son Gibraltareños. Son okupas.  Los GIBRALTAREÑOS viven en San Roque y son muy leales ESPAÑOLES,0,id=849005380231450624,elcascabela los llanitos no son gibraltarenos son okupas los gibraltarenos viven en san roque son muy leales espanoles
Pero qué perra astuta la puta negra JAJAJAJA #THEWALKINGDEAD,0,id=849005113616281600,pero que perra astuta la puta negra jajajaja thewalkingdead
Zapatero negándose calificar a @leopoldolopez como preso político. Despreciable. https://t.co/Q8hlZXt0cC,0,id=849004521825202176,zapatero negandose calificar como preso politico despreciable
Mañana muchos fachas van a rabiaaar 😚😚😚,0,id=849004497103966208,manana muchos fachas van rabiaaar
Te gusta Manu negro? — Le ponía el culo como un bebedero de patos  https://t.co/alkzElyBIT,1,id=849004416929857536,te gusta manu negro le ponia el culo como un bebedero de patos
"Qué asco de tía, si esta es socialista vamos apañados https://t.co/sfkXtr3tl3",1,id=849004343219154949,que asco de tia si esta es socialista vamos apanados
"Feminismo no debería ser abolir la prostitución sino pedir mas hombres putos. Lo mismo con el porno, pedir que enfoquen a actores guapos.",0,id=849003978088165377,feminismo no deberia ser abolir la prostitucion sino pedir mas hombres putos lo mismo con el porno pedir que enfoquen actores guapos
"Y me saltan escandalizados con un ""Nos estás llamando fachas?????"" xd",0,id=849003722386681856,me saltan escandalizados con un nos estas llamando fachas xd
- ¡A TOPE CON EL FEMINISMO! - Está usted participando en una película rancia y machista. - peroweno k atake más personal xfddd,0,id=849003715898068994,tope con el feminismo esta usted participando en una pelicula rancia machista peroweno atake mas personal xfd
Descargarse 41 GB de película para que esté en panchito 😩,0,id=849003576135487488,descargarse gb de pelicula para que este en panchito
"@delahozm @_anapastor_ @indpcom Un corrupto facha apoya a otro de la misma condición, nada nuevo. Viva el vino....",0,id=849003379120590848,un corrupto facha apoya otro de la misma condicion nada nuevo viva el vino
"@JosPastr @crpandemonium @eldiarioes Pero es comprensible que algún ""facha de mierda"" lea que le quieren dar un tiro en la nuca y reaccione mentando el mostacho. Y no es mi caso",1,id=849003349429166081,pero es comprensible que algun facha de mierda lea que le quieren dar un tiro en la nuca reaccione mentando el mostacho no es mi caso
"@TeemoMucho @SrAleCandado Pues claro. Siempre diré que las cosas no son ni blancas, ni negras. Ni siquiera tienen por qué ser gris. Pueden ser tu propio color 😊",0,id=849003283586985984,pues claro siempre dire que las cosas no son ni blancas ni negras ni siquiera tienen por que ser gris pueden ser tu propio color
